名称,大类,中类,lng,lat,省份,城市,区域
汉水桥街社区卫生中心,医疗保健,综合医院,114.250889,30.577956,湖北省,武汉市,硚口区
武汉仁爱医院,医疗保健,综合医院,114.244036,30.574731,湖北省,武汉市,硚口区
三六O四医院,医疗保健,综合医院,114.241594,30.576709,湖北省,武汉市,硚口区
三六〇四医院,医疗保健,综合医院,114.241061,30.576526,湖北省,武汉市,硚口区
第三人民医院医联体医院,医疗保健,综合医院,114.244011,30.575103,湖北省,武汉市,硚口区
武汉仁爱医院甲状腺乳腺专科,医疗保健,综合医院,114.243351,30.575539000000003,湖北省,武汉市,硚口区
武汉仁爱医院预防接种门诊,医疗保健,综合医院,114.243488,30.575364,湖北省,武汉市,硚口区
三六零四卫生运营服务站,医疗保健,综合医院,114.240754,30.576538000000003,湖北省,武汉市,硚口区
城镇职工医保定点医院,医疗保健,综合医院,114.253156,30.579502,湖北省,武汉市,硚口区
宝丰街宝丰社区卫生运营服务站,医疗保健,综合医院,114.253837,30.579022,湖北省,武汉市,硚口区
同济医学院社区卫生运营服务站,医疗保健,综合医院,114.254653,30.581366,湖北省,武汉市,硚口区
国营七五二医院,医疗保健,综合医院,114.225576,30.583658,湖北省,武汉市,硚口区
宗关街新合社区卫生运营服务站,医疗保健,综合医院,114.227644,30.583412000000003,湖北省,武汉市,硚口区
武汉福康医养融合医院,医疗保健,综合医院,114.217952,30.583442,湖北省,武汉市,硚口区
宗关街社区卫生中心,医疗保健,综合医院,114.223973,30.583842,湖北省,武汉市,硚口区
武汉瑞祥中医骨科医院,医疗保健,综合医院,114.22111,30.585285,湖北省,武汉市,硚口区
武汉瑞祥中西医结合医院,医疗保健,综合医院,114.220679,30.585188,湖北省,武汉市,硚口区
汉正街药王社区卫生运营服务站,医疗保健,综合医院,114.280843,30.568638,湖北省,武汉市,硚口区
第四医院,医疗保健,综合医院,114.270887,30.566409,湖北省,武汉市,硚口区
武汉普爱医院东院区,医疗保健,综合医院,114.267095,30.566015,湖北省,武汉市,硚口区
第四医院惠康楼,医疗保健,综合医院,114.266171,30.566446,湖北省,武汉市,硚口区
第四医院,医疗保健,综合医院,114.267296,30.565971,湖北省,武汉市,硚口区
申新医院,医疗保健,综合医院,114.266459,30.568432,湖北省,武汉市,硚口区
第四医院,医疗保健,综合医院,114.267613,30.566804,湖北省,武汉市,硚口区
汉中街社区卫生中心,医疗保健,综合医院,114.266833,30.567693,湖北省,武汉市,硚口区
汉中街社区卫生中心,医疗保健,综合医院,114.260773,30.568763,湖北省,武汉市,硚口区
汉中街社区卫生中心,医疗保健,综合医院,114.26043,30.568855000000003,湖北省,武汉市,硚口区
商职医院住院部,医疗保健,综合医院,114.291545,30.568533,湖北省,武汉市,江汉区
武汉航运医院,医疗保健,综合医院,114.293593,30.570497000000003,湖北省,武汉市,江汉区
武汉商职医院门诊,医疗保健,综合医院,114.290822,30.568583,湖北省,武汉市,江汉区
驾照换证定点体检医院,医疗保健,综合医院,114.293486,30.56997,湖北省,武汉市,江汉区
武汉航运医院发热门诊,医疗保健,综合医院,114.293775,30.570089,湖北省,武汉市,江汉区
民族街社区卫生中心,医疗保健,综合医院,114.288651,30.573341,湖北省,武汉市,江汉区
民族街社区卫生中心中医科,医疗保健,综合医院,114.289377,30.574412,湖北省,武汉市,江汉区
民权街社区卫生中心,医疗保健,综合医院,114.289157,30.576416,湖北省,武汉市,江汉区
中心医院行政办公大楼,医疗保健,综合医院,114.294384,30.579616,湖北省,武汉市,江岸区
第二医院,医疗保健,综合医院,114.295137,30.579484,湖北省,武汉市,江岸区
中心医院南京路院区仁济楼,医疗保健,综合医院,114.295333,30.580568,湖北省,武汉市,江岸区
中心医院南京路院区检验科,医疗保健,综合医院,114.294778,30.579931,湖北省,武汉市,江岸区
中心医院甲状腺外科2病区,医疗保健,综合医院,114.294706,30.580737,湖北省,武汉市,江岸区
中心医院病理科,医疗保健,综合医院,114.294727,30.580457000000003,湖北省,武汉市,江岸区
中心医院仁济楼,医疗保健,综合医院,114.295688,30.580947,湖北省,武汉市,江岸区
中心医院,医疗保健,综合医院,114.29463,30.581591,湖北省,武汉市,江岸区
中心医院,医疗保健,综合医院,114.294888,30.582175,湖北省,武汉市,江岸区
华中科技大学同济医学院附属武汉中心医院,医疗保健,综合医院,114.294907,30.581577,湖北省,武汉市,江岸区
中心医院急诊,医疗保健,综合医院,114.295825,30.582061,湖北省,武汉市,江岸区
武汉仁和医院,医疗保健,综合医院,114.262057,30.572842,湖北省,武汉市,硚口区
武汉弘医堂中医医院,医疗保健,综合医院,114.266146,30.576003,湖北省,武汉市,硚口区
武汉欣悦妇科医院党支部,医疗保健,综合医院,114.270029,30.577272,湖北省,武汉市,江汉区
武汉欣悦医院,医疗保健,综合医院,114.27012,30.57719,湖北省,武汉市,江汉区
同济医院第二门诊部,医疗保健,综合医院,114.261093,30.578339,湖北省,武汉市,硚口区
同济医院儿科,医疗保健,综合医院,114.260751,30.578829,湖北省,武汉市,硚口区
宝丰街社区卫生中心,医疗保健,综合医院,114.263246,30.576989,湖北省,武汉市,硚口区
同济医院发热疱疹门诊,医疗保健,综合医院,114.260298,30.578112,湖北省,武汉市,硚口区
第一医院,医疗保健,综合医院,114.272201,30.571879,湖北省,武汉市,硚口区
第一医院,医疗保健,综合医院,114.27231,30.571113,湖北省,武汉市,硚口区
湖北中医药大学附属中西医结合医院,医疗保健,综合医院,114.272945,30.571968,湖北省,武汉市,硚口区
第一医院中西医结合医院,医疗保健,综合医院,114.272209,30.572209,湖北省,武汉市,硚口区
市一医院体检中心,医疗保健,综合医院,114.272341,30.571945000000003,湖北省,武汉市,硚口区
第一医院整形外科门诊,医疗保健,综合医院,114.271744,30.572893,湖北省,武汉市,硚口区
第一医院外科楼,医疗保健,综合医院,114.271304,30.572757,湖北省,武汉市,硚口区
第一医院2号楼,医疗保健,综合医院,114.272507,30.573381,湖北省,武汉市,硚口区
第一医院肿瘤三病区,医疗保健,综合医院,114.272803,30.572302,湖北省,武汉市,硚口区
第一医院胸痛中心,医疗保健,综合医院,114.271155,30.573045,湖北省,武汉市,硚口区
第一医院卒中中心,医疗保健,综合医院,114.271214,30.573067,湖北省,武汉市,硚口区
第一医院,医疗保健,综合医院,114.271013,30.57266,湖北省,武汉市,硚口区
中心医院,医疗保健,综合医院,114.273944,30.574659,湖北省,武汉市,硚口区
第一医院急诊部,医疗保健,综合医院,114.271318,30.572789,湖北省,武汉市,硚口区
六角亭街社区卫生中心康复部,医疗保健,综合医院,114.273809,30.574056,湖北省,武汉市,硚口区
六角亭街社区卫生中心,医疗保健,综合医院,114.272955,30.574074,湖北省,武汉市,硚口区
满春街社区卫生中心,医疗保健,综合医院,114.28179,30.572081,湖北省,武汉市,江汉区
前进街社区卫生中心,医疗保健,综合医院,114.282399,30.578002,湖北省,武汉市,江汉区
前进街社区卫生中心核酸采样点,医疗保健,综合医院,114.282949,30.577898,湖北省,武汉市,江汉区
WUHANUNIONHOSPITAL,医疗保健,综合医院,114.273557,30.582501,湖北省,武汉市,江汉区
武汉协和医院针灸科,医疗保健,综合医院,114.274595,30.583052,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院创伤中心,医疗保健,综合医院,114.274728,30.5829,湖北省,武汉市,江汉区
武汉亚洲心脏病医院门诊部,医疗保健,综合医院,114.282439,30.582451,湖北省,武汉市,江汉区
武汉同济医院后勤楼,医疗保健,综合医院,114.259324,30.57977,湖北省,武汉市,硚口区
同济医院28号楼,医疗保健,综合医院,114.258888,30.579042,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院营养部,医疗保健,综合医院,114.258026,30.5798,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院泌尿外科微创中心,医疗保健,综合医院,114.258787,30.579938,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院303栋,医疗保健,综合医院,114.259044,30.580369,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院综合医疗楼,医疗保健,综合医院,114.257339,30.579883,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院外科大楼,医疗保健,综合医院,114.258931,30.579586,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院主院区急诊,医疗保健,综合医院,114.26009,30.579597,湖北省,武汉市,硚口区
武汉华美整形外科医院腋臭科,医疗保健,综合医院,114.255932,30.578651,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院主院区第三门诊,医疗保健,综合医院,114.259546,30.57956,湖北省,武汉市,硚口区
武汉同济医院胸痛中心,医疗保健,综合医院,114.259481,30.578988,湖北省,武汉市,硚口区
同济医院综合医疗楼9号楼,医疗保健,综合医院,114.259201,30.579458,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院后勤楼22号楼,医疗保健,综合医院,114.259389,30.57946,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院行政楼,医疗保健,综合医院,114.258142,30.58007,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院,医疗保健,综合医院,114.25997,30.579814,湖北省,武汉市,硚口区
同济医院,医疗保健,综合医院,114.261859,30.57931,湖北省,武汉市,硚口区
同济医科大学康复医学科,医疗保健,综合医院,114.260454,30.579514000000003,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院3号楼,医疗保健,综合医院,114.259964,30.579879,湖北省,武汉市,硚口区
武汉同济医院热力中心,医疗保健,综合医院,114.261608,30.579567,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院主院区感染科肝病门诊,医疗保健,综合医院,114.261808,30.578624,湖北省,武汉市,硚口区
同济医院病理研究所病理会诊中心,医疗保健,综合医院,114.260775,30.580458,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院PET中心27号楼,医疗保健,综合医院,114.260228,30.579479,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院主院区肝病肠道门诊,医疗保健,综合医院,114.262947,30.579018,湖北省,武汉市,硚口区
华中科技大学同济医学院附属同济医院2号楼,医疗保健,综合医院,114.261044,30.580258,湖北省,武汉市,硚口区
华中科技大学同济医学院附属协和医院PET中心,医疗保健,综合医院,114.263013,30.580925,湖北省,武汉市,硚口区
天一中医医院,医疗保健,综合医院,114.264583,30.580361,湖北省,武汉市,硚口区
张强医生集团,医疗保健,综合医院,114.264986,30.581865,湖北省,武汉市,硚口区
华中科技大学同济医学院医院,医疗保健,综合医院,114.259914,30.58577,湖北省,武汉市,硚口区
华中科技大学同济医学院医院医疗美容,医疗保健,综合医院,114.260319,30.58599,湖北省,武汉市,硚口区
康复推拿医院,医疗保健,综合医院,114.264123,30.589522,湖北省,武汉市,江汉区
万松街社区卫生中心北区,医疗保健,综合医院,114.268691,30.592491000000003,湖北省,武汉市,江汉区
万松街社区卫生中心,医疗保健,综合医院,114.268878,30.59292,湖北省,武汉市,江汉区
万松街社区卫生中心南区,医疗保健,综合医院,114.268291,30.592512,湖北省,武汉市,江汉区
万松街社区卫生计生服务运营中心,医疗保健,综合医院,114.268392,30.592119,湖北省,武汉市,江汉区
中西医结合医院江北分部,医疗保健,综合医院,114.278469,30.589371,湖北省,武汉市,江岸区
新华街社区卫生中心,医疗保健,综合医院,114.280398,30.588721,湖北省,武汉市,江汉区
中医医院台北院区,医疗保健,综合医院,114.281685,30.597164000000003,湖北省,武汉市,江岸区
北湖街社区卫生中心,医疗保健,综合医院,114.27443,30.600488,湖北省,武汉市,江汉区
中医药大学附属国医医院,医疗保健,综合医院,114.298088,30.588807,湖北省,武汉市,江岸区
中医医院急诊,医疗保健,综合医院,114.298224,30.588420000000003,湖北省,武汉市,江岸区
中医医院住院部,医疗保健,综合医院,114.29805,30.58832,湖北省,武汉市,江岸区
中医医院卒中中心,医疗保健,综合医院,114.29801,30.588927,湖北省,武汉市,江岸区
急救中心中医医院急救站,医疗保健,综合医院,114.297313,30.588391,湖北省,武汉市,江岸区
中医医院门诊部,医疗保健,综合医院,114.298047,30.588472,湖北省,武汉市,江岸区
中医医院国家中医重点专科项目急诊科,医疗保健,综合医院,114.297581,30.58807,湖北省,武汉市,江岸区
市第八医院,医疗保健,综合医院,114.295518,30.591242,湖北省,武汉市,江岸区
湖北中医药大学教学医院,医疗保健,综合医院,114.295799,30.590692,湖北省,武汉市,江岸区
中西医结合医院中山分部,医疗保健,综合医院,114.297009,30.589056,湖北省,武汉市,江岸区
中西医结合医院中山分院住院部,医疗保健,综合医院,114.29738,30.588649,湖北省,武汉市,江岸区
车站街社区卫生中心,医疗保健,综合医院,114.295862,30.591425,湖北省,武汉市,江岸区
车站街社区卫生中心,医疗保健,综合医院,114.297644,30.594297,湖北省,武汉市,江岸区
球场街北社区卫生中心,医疗保健,综合医院,114.293925,30.594344,湖北省,武汉市,江岸区
球场街北区社区卫生中心,医疗保健,综合医院,114.29239,30.591948,湖北省,武汉市,江岸区
球场街社区卫生中心中西医结合部,医疗保健,综合医院,114.292319,30.591343,湖北省,武汉市,江岸区
球场北社区卫生中心,医疗保健,综合医院,114.293482,30.594236,湖北省,武汉市,江岸区
西马街社区卫生中心,医疗保健,综合医院,114.286664,30.593862,湖北省,武汉市,江岸区
一元街社区卫生中心,医疗保健,综合医院,114.303308,30.59526,湖北省,武汉市,江岸区
第八医院体检中心,医疗保健,综合医院,114.307629,30.60187,湖北省,武汉市,江岸区
四唯街社区卫生中心,医疗保健,综合医院,114.308001,30.60178,湖北省,武汉市,江岸区
肛肠医院,医疗保健,综合医院,114.306086,30.603247,湖北省,武汉市,江岸区
第八医院医保办公室,医疗保健,综合医院,114.305831,30.603743,湖北省,武汉市,江岸区
第八医院肛肠病综合大楼,医疗保健,综合医院,114.305827,30.603466,湖北省,武汉市,江岸区
四唯街社区卫生中心公共卫生科,医疗保健,综合医院,114.306075,30.601212,湖北省,武汉市,江岸区
第八医院科教楼,医疗保健,综合医院,114.306413,30.601575,湖北省,武汉市,江岸区
第八医院门诊部,医疗保健,综合医院,114.305849,30.603321,湖北省,武汉市,江岸区
第八医院核酸采样点,医疗保健,综合医院,114.306576,30.603639,湖北省,武汉市,江岸区
武汉金药堂中医院,医疗保健,综合医院,114.290254,30.597643,湖北省,武汉市,江岸区
一元街社区卫生中心公共卫生科,医疗保健,综合医院,114.301919,30.59554,湖北省,武汉市,江岸区
劳动街社区卫生中心,医疗保健,综合医院,114.294542,30.601626000000003,湖北省,武汉市,江岸区
江汉大学附属医院,医疗保健,综合医院,114.289507,30.600441,湖北省,武汉市,江岸区
第六医院急诊,医疗保健,综合医院,114.290313,30.599635,湖北省,武汉市,江岸区
第六医院门诊,医疗保健,综合医院,114.289749,30.600481,湖北省,武汉市,江岸区
第六医院住院一部,医疗保健,综合医院,114.290507,30.6001,湖北省,武汉市,江岸区
第六医院住院二部,医疗保健,综合医院,114.289554,30.5997,湖北省,武汉市,江岸区
第六医院外科楼,医疗保健,综合医院,114.290113,30.600236,湖北省,武汉市,江岸区
第六医院胸痛中心,医疗保健,综合医院,114.289635,30.600108,湖北省,武汉市,江岸区
第六医院卒中中心,医疗保健,综合医院,114.289462,30.600048,湖北省,武汉市,江岸区
第六医院创伤中心,医疗保健,综合医院,114.289629,30.600228,湖北省,武汉市,江岸区
第六医院肺结节诊治中心,医疗保健,综合医院,114.289403,30.600265,湖北省,武汉市,江岸区
第六医院西楼,医疗保健,综合医院,114.289803,30.600205,湖北省,武汉市,江岸区
第六医院,医疗保健,综合医院,114.290617,30.599899,湖北省,武汉市,江岸区
第六医院内科楼,医疗保健,综合医院,114.291078,30.599856000000003,湖北省,武汉市,江岸区
武汉儿童医院,医疗保健,综合医院,114.288205,30.60357,湖北省,武汉市,江岸区
妇女儿童医疗保健中心急诊,医疗保健,综合医院,114.287479,30.603049,湖北省,武汉市,江岸区
省儿童医疗中心,医疗保健,综合医院,114.287698,30.601539,湖北省,武汉市,江岸区
武汉儿童医院妇幼综合大楼,医疗保健,综合医院,114.289106,30.603105,湖北省,武汉市,江岸区
妇女儿童医疗保健中心妇保楼住院部,医疗保健,综合医院,114.288286,30.602729,湖北省,武汉市,江岸区
妇女儿童医疗保健中心门诊部,医疗保健,综合医院,114.287818,30.602909,湖北省,武汉市,江岸区
妇女儿童医疗保健中心,医疗保健,综合医院,114.28793,30.6035,湖北省,武汉市,江岸区
儿童医院外科楼,医疗保健,综合医院,114.287902,30.604242,湖北省,武汉市,江岸区
儿童医院内科楼,医疗保健,综合医院,114.289145,30.604476,湖北省,武汉市,江岸区
长江航运总医院胸痛中心,医疗保健,综合医院,114.287464,30.605109,湖北省,武汉市,江岸区
武汉轻工大学附属医院,医疗保健,综合医院,114.287348,30.605213,湖北省,武汉市,江岸区
水上紧急医学救援医院,医疗保健,综合医院,114.287884,30.605589,湖北省,武汉市,江岸区
妇女儿童医疗保健中心内科楼住院部,医疗保健,综合医院,114.288936,30.603969000000003,湖北省,武汉市,江岸区
妇女儿童医疗保健中心外科楼住院部,医疗保健,综合医院,114.287972,30.604114,湖北省,武汉市,江岸区
长江航运总医院,医疗保健,综合医院,114.287346,30.606804,湖北省,武汉市,江岸区
劳动街花惠社区卫生运营服务站,医疗保健,综合医院,114.288501,30.606222,湖北省,武汉市,江岸区
长江航运总医院门诊楼,医疗保健,综合医院,114.287553,30.605465,湖北省,武汉市,江岸区
第八医院,医疗保健,综合医院,114.305336,30.603617,湖北省,武汉市,江岸区
市八医院,医疗保健,综合医院,114.306051,30.604003,湖北省,武汉市,江岸区
第八医院住院部,医疗保健,综合医院,114.305858,30.603337,湖北省,武汉市,江岸区
第八医院挂号处,医疗保健,综合医院,114.306219,30.604191,湖北省,武汉市,江岸区
第八医院急诊科,医疗保健,综合医院,114.30616,30.603171,湖北省,武汉市,江岸区
九万方社区卫生运营服务站,医疗保健,综合医院,114.293151,30.618179,湖北省,武汉市,江岸区
天美乳腺医院爱乳俱乐部,医疗保健,综合医院,114.269377,30.605476,湖北省,武汉市,江汉区
武汉天美乳腺病专科医院,医疗保健,综合医院,114.269333,30.605092,湖北省,武汉市,江汉区
新华医院高压氧,医疗保健,综合医院,114.273716,30.607474,湖北省,武汉市,江汉区
武汉麻塘中医院,医疗保健,综合医院,114.28338,30.608419,湖北省,武汉市,江汉区
中西医结合医院,医疗保健,综合医院,114.273764,30.607752,湖北省,武汉市,江汉区
红十字会医院中医科,医疗保健,综合医院,114.272759,30.613941,湖北省,武汉市,江汉区
红十字会医院住院部,医疗保健,综合医院,114.272789,30.613613,湖北省,武汉市,江汉区
红十字会医院急诊,医疗保健,综合医院,114.272931,30.614266,湖北省,武汉市,江汉区
红十字会医院,医疗保健,综合医院,114.272698,30.614199,湖北省,武汉市,江汉区
红十字会医院胸痛中心,医疗保健,综合医院,114.272439,30.614621000000003,湖北省,武汉市,江汉区
花桥街第一社区卫生中心,医疗保健,综合医院,114.280976,30.614989,湖北省,武汉市,江岸区
长江医院,医疗保健,综合医院,114.28662,30.618737,湖北省,武汉市,江岸区
花桥街第二社区卫生计生服务运营中心,医疗保健,综合医院,114.285587,30.618367000000003,湖北省,武汉市,江岸区
长江医院核酸采样点,医疗保健,综合医院,114.286665,30.618577,湖北省,武汉市,江岸区
长江医院医务处,医疗保健,综合医院,114.2866,30.618756,湖北省,武汉市,江岸区
长江水利委员会长江医院门诊部,医疗保健,综合医院,114.286473,30.619194,湖北省,武汉市,江岸区
武汉济民中老年医院,医疗保健,综合医院,114.260675,30.614606,湖北省,武汉市,江汉区
中共武汉阿波罗医院支部委员会,医疗保健,综合医院,114.266236,30.617083,湖北省,武汉市,江汉区
武汉景程医院,医疗保健,综合医院,114.219976,30.601508,湖北省,武汉市,硚口区
常青医院,医疗保健,综合医院,114.24208,30.606629,湖北省,武汉市,江汉区
常青街社区卫生中心公共卫生科,医疗保健,综合医院,114.24099,30.606372,湖北省,武汉市,江汉区
夏小中医院,医疗保健,综合医院,114.252205,30.613536,湖北省,武汉市,江汉区
仁民医院,医疗保健,综合医院,114.197315,30.605362,湖北省,武汉市,硚口区
仁民医院门诊部,医疗保健,综合医院,114.197551,30.604871,湖北省,武汉市,硚口区
融济中医院,医疗保健,综合医院,114.198323,30.60544,湖北省,武汉市,硚口区
融济中医院门诊,医疗保健,综合医院,114.198872,30.605868,湖北省,武汉市,硚口区
长丰街社区卫生中心,医疗保健,综合医院,114.217181,30.606088,湖北省,武汉市,硚口区
中山医院协作医院,医疗保健,综合医院,114.216877,30.605206,湖北省,武汉市,硚口区
武汉玄乐中医医院,医疗保健,综合医院,114.213692,30.611552,湖北省,武汉市,硚口区
中西医结合医院民航分院,医疗保健,综合医院,114.239845,30.628023,湖北省,武汉市,江汉区
中西医结合医院直办,医疗保健,综合医院,114.239422,30.627979,湖北省,武汉市,江汉区
汉兴街第二社区卫生中心,医疗保健,综合医院,114.239085,30.627931,湖北省,武汉市,江汉区
怡和医院24小时急诊服务,医疗保健,综合医院,114.247102,30.622654,湖北省,武汉市,江汉区
怡和医院,医疗保健,综合医院,114.246977,30.622321,湖北省,武汉市,江汉区
杨汊湖社区卫生运营服务站,医疗保健,综合医院,114.254516,30.634557,湖北省,武汉市,江汉区
中心医院后湖院区急诊,医疗保健,综合医院,114.265445,30.627612000000003,湖北省,武汉市,江汉区
中心医院后湖院区门诊,医疗保健,综合医院,114.265186,30.627345,湖北省,武汉市,江汉区
汉兴街社区卫生中心北区,医疗保健,综合医院,114.260341,30.631767,湖北省,武汉市,江汉区
二七街操场社区卫生运营服务站,医疗保健,综合医院,114.315135,30.626875,湖北省,武汉市,江岸区
武汉仁博医院,医疗保健,综合医院,114.299098,30.634679,湖北省,武汉市,江岸区
金桥社区卫生中心,医疗保健,综合医院,114.300503,30.637525,湖北省,武汉市,江岸区
后湖街世纪家园社区卫生运营服务站,医疗保健,综合医院,114.293906,30.641317,湖北省,武汉市,江岸区
武汉德福医院,医疗保健,综合医院,114.300766,30.64144,湖北省,武汉市,江岸区
百步亭社区卫生中心,医疗保健,综合医院,114.316289,30.641717,湖北省,武汉市,江岸区
春林医院,医疗保健,综合医院,114.302872,30.641908,湖北省,武汉市,江岸区
百步亭医院,医疗保健,综合医院,114.286811,30.655356,湖北省,武汉市,江岸区
新村街社区卫生中心,医疗保健,综合医院,114.316835,30.629667,湖北省,武汉市,江岸区
红卫路街碧园社区卫生运营服务站,医疗保健,综合医院,114.371111,30.628016,湖北省,武汉市,青山区
第九医院,医疗保健,综合医院,114.380245,30.624198,湖北省,武汉市,青山区
武汉大学人民医院青山总医院,医疗保健,综合医院,114.380697,30.623928,湖北省,武汉市,青山区
第九医院体检中心,医疗保健,综合医院,114.380553,30.624831,湖北省,武汉市,青山区
冶金街通达社区卫生运营服务站,医疗保健,综合医院,114.398393,30.622860000000003,湖北省,武汉市,青山区
冶金街新安社区卫生运营服务站,医疗保健,综合医院,114.400712,30.623931,湖北省,武汉市,青山区
武钢总医院发热门诊,医疗保健,综合医院,114.402735,30.632221,湖北省,武汉市,青山区
武钢总医院中医楼,医疗保健,综合医院,114.404264,30.633345,湖北省,武汉市,青山区
武钢总医院礼堂,医疗保健,综合医院,114.40307,30.632799,湖北省,武汉市,青山区
华润武钢总医院中医科,医疗保健,综合医院,114.404013,30.633311000000003,湖北省,武汉市,青山区
武钢总医院7号中医楼,医疗保健,综合医院,114.403296,30.632825,湖北省,武汉市,青山区
华润武钢总医院行政办公大楼,医疗保健,综合医院,114.401716,30.632889,湖北省,武汉市,青山区
华润武钢总医院感染性疾病科,医疗保健,综合医院,114.402461,30.632597,湖北省,武汉市,青山区
新桥社区卫生运营服务站,医疗保健,综合医院,114.394701,30.633019,湖北省,武汉市,青山区
新沟桥街社区卫生中心,医疗保健,综合医院,114.397048,30.633331,湖北省,武汉市,青山区
新沟桥街社区卫生中心老院区核酸采样点,医疗保健,综合医院,114.397291,30.633608,湖北省,武汉市,青山区
普仁医院急诊,医疗保健,综合医院,114.38056,30.630238,湖北省,武汉市,青山区
普仁医院卒中中心,医疗保健,综合医院,114.380793,30.630028,湖北省,武汉市,青山区
武汉百沐仁和中医医院,医疗保健,综合医院,114.378212,30.628845,湖北省,武汉市,青山区
武汉科技大学附属普仁医院急诊,医疗保健,综合医院,114.380614,30.63004,湖北省,武汉市,青山区
和平社区卫生运营服务站,医疗保健,综合医院,114.382331,30.630658,湖北省,武汉市,青山区
普仁医院,医疗保健,综合医院,114.381055,30.630391000000003,湖北省,武汉市,青山区
普仁医院,医疗保健,综合医院,114.380366,30.631665,湖北省,武汉市,青山区
红钢城街社区卫生中心,医疗保健,综合医院,114.401548,30.637363,湖北省,武汉市,青山区
武湖街大木村健康运营服务站,医疗保健,综合医院,114.41823,30.703149,湖北省,武汉市,黄陂区
军安社区卫生运营服务站,医疗保健,综合医院,114.575434,30.652565,湖北省,武汉市,新洲区
武汉仁生医院,医疗保健,综合医院,114.567523,30.653098,湖北省,武汉市,新洲区
潘家墩社区卫生运营服务站,医疗保健,综合医院,114.563676,30.654035,湖北省,武汉市,新洲区
阳逻街卫生室,医疗保健,综合医院,114.573636,30.667603,湖北省,武汉市,新洲区
阳逻街卫生室门诊大楼,医疗保健,综合医院,114.573209,30.667748,湖北省,武汉市,新洲区
朝家山社区卫生运营服务站,医疗保健,综合医院,114.569458,30.669201,湖北省,武汉市,新洲区
社区卫生服务,医疗保健,综合医院,114.570144,30.668118,湖北省,武汉市,新洲区
皮防医院,医疗保健,综合医院,114.377789,30.874177,湖北省,武汉市,黄陂区
黄陂爱民医院,医疗保健,综合医院,114.378192,30.877673,湖北省,武汉市,黄陂区
黄陂卫校附属医院,医疗保健,综合医院,114.378674,30.87738,湖北省,武汉市,黄陂区
慈爱医院,医疗保健,综合医院,114.382607,30.879867,湖北省,武汉市,黄陂区
前川街卫生室,医疗保健,综合医院,114.370309,30.869574,湖北省,武汉市,黄陂区
第二中医医院,医疗保健,综合医院,114.376704,30.872117,湖北省,武汉市,黄陂区
中医医院门诊部,医疗保健,综合医院,114.376857,30.871913000000003,湖北省,武汉市,黄陂区
环城社区卫生中心发热诊室,医疗保健,综合医院,114.371548,30.876222,湖北省,武汉市,黄陂区
前川街环城社区卫生中心,医疗保健,综合医院,114.372004,30.876652,湖北省,武汉市,黄陂区
卓万尔医院,医疗保健,综合医院,114.367452,30.872463,湖北省,武汉市,黄陂区
环城新村社区卫生运营服务站,医疗保健,综合医院,114.364105,30.881721,湖北省,武汉市,黄陂区
武汉黄陂百川医院,医疗保健,综合医院,114.36628,30.883406,湖北省,武汉市,黄陂区
新村社区卫生运营服务站中医室,医疗保健,综合医院,114.363823,30.881612,湖北省,武汉市,黄陂区
前川街新村社区卫生运营服务站,医疗保健,综合医院,114.363536,30.881283,湖北省,武汉市,黄陂区
双柳街卫生室大埠门诊部,医疗保健,综合医院,114.839934,30.642512,湖北省,武汉市,新洲区
凤凰台社区卫生运营服务站,医疗保健,综合医院,114.804059,30.83127,湖北省,武汉市,新洲区
邾城街黄茂社区卫生运营服务站,医疗保健,综合医院,114.804818,30.833295,湖北省,武汉市,新洲区
武汉,医疗保健,综合医院,114.808003,30.832611,湖北省,武汉市,新洲区
方舱医院,医疗保健,综合医院,114.808467,30.837553,湖北省,武汉市,新洲区
邾城街卫生室,医疗保健,综合医院,114.806593,30.839417,湖北省,武汉市,新洲区
邾城街东城尚品社区卫生运营服务站,医疗保健,综合医院,114.81753,30.838555,湖北省,武汉市,新洲区
人民医院,医疗保健,综合医院,114.803176,30.842685,湖北省,武汉市,新洲区
人民医院住院部,医疗保健,综合医院,114.804069,30.842345,湖北省,武汉市,新洲区
人民医院门诊部,医疗保健,综合医院,114.803447,30.843443,湖北省,武汉市,新洲区
邾城街蔡濠社区卫生运营服务站,医疗保健,综合医院,114.804034,30.848537,湖北省,武汉市,新洲区
中医医院,医疗保健,综合医院,114.805217,30.852145,湖北省,武汉市,新洲区
