名称,大类,中类,lng,lat,省份,城市,区域
武汉洪山复新医院,医疗保健,综合医院,114.40126,30.612672,湖北省,武汉市,洪山区
钢花村街社区卫生中心,医疗保健,综合医院,114.393355,30.617708,湖北省,武汉市,洪山区
民中医院,医疗保健,综合医院,114.380645,30.612715,湖北省,武汉市,洪山区
和平街新鑫园社区卫生运营服务站,医疗保健,综合医院,114.379298,30.614688,湖北省,武汉市,洪山区
青山区钢花村街景胜社区卫生运营服务站,医疗保健,综合医院,114.381215,30.612145,湖北省,武汉市,洪山区
武钢体育中心方舱医院,医疗保健,综合医院,114.389436,30.6124,湖北省,武汉市,洪山区
徐家棚街社区卫生中心,医疗保健,综合医院,114.336262,30.588741,湖北省,武汉市,武昌区
武昌医院,医疗保健,综合医院,114.341693,30.602612,湖北省,武汉市,武昌区
武昌医院西区门诊,医疗保健,综合医院,114.341713,30.602553,湖北省,武汉市,武昌区
武昌医院设备科,医疗保健,综合医院,114.341346,30.60275,湖北省,武汉市,武昌区
武昌医院西区7号楼,医疗保健,综合医院,114.341859,30.602735000000003,湖北省,武汉市,武昌区
武昌医院门诊综合楼,医疗保健,综合医院,114.342516,30.602413,湖北省,武汉市,武昌区
武昌医院西区6号楼,医疗保健,综合医院,114.34187,30.601742,湖北省,武汉市,武昌区
武昌医院西区2号楼,医疗保健,综合医院,114.3414,30.602763,湖北省,武汉市,武昌区
武昌医院西区9号楼,医疗保健,综合医院,114.34154,30.602366,湖北省,武汉市,武昌区
武昌医院西区门诊综合楼,医疗保健,综合医院,114.342366,30.602397,湖北省,武汉市,武昌区
武昌医院西区体检中心,医疗保健,综合医院,114.341956,30.602849000000003,湖北省,武汉市,武昌区
武昌医院西区11号楼,医疗保健,综合医院,114.3406,30.603276,湖北省,武汉市,武昌区
武昌医院西区12号楼,医疗保健,综合医院,114.34101,30.60356,湖北省,武汉市,武昌区
武昌医院西区10号楼,医疗保健,综合医院,114.341117,30.602084,湖北省,武汉市,武昌区
武昌医院西区1号楼,医疗保健,综合医院,114.341628,30.602981,湖北省,武汉市,武昌区
和平街纺机社区卫生运营服务站,医疗保健,综合医院,114.355189,30.593315,湖北省,武汉市,洪山区
爱家国际华城社区卫生运营服务站,医疗保健,综合医院,114.363515,30.590639,湖北省,武汉市,洪山区
和平街爱家国际华城社区卫生服务,医疗保健,综合医院,114.363326,30.590927,湖北省,武汉市,洪山区
东亭医院,医疗保健,综合医院,114.372451,30.588217,湖北省,武汉市,洪山区
丽华苑社区卫生运营服务站,医疗保健,综合医院,114.363563,30.595843,湖北省,武汉市,洪山区
和平街铁机社区卫生运营服务站,医疗保健,综合医院,114.374742,30.596161,湖北省,武汉市,洪山区
港东名居社区卫生运营服务站,医疗保健,综合医院,114.370971,30.603264,湖北省,武汉市,洪山区
青山区钢都绿景苑社区卫生运营服务站,医疗保健,综合医院,114.368975,30.602857,湖北省,武汉市,洪山区
和平街铁机社区卫生运营服务站,医疗保健,综合医院,114.361404,30.599889,湖北省,武汉市,洪山区
武汉理工大学医院余家头分院,医疗保健,综合医院,114.356591,30.603739,湖北省,武汉市,武昌区
和平街中铁花园社区卫生运营服务站,医疗保健,综合医院,114.355488,30.600658000000003,湖北省,武汉市,洪山区
武汉理工大学社区卫生中心,医疗保健,综合医院,114.356782,30.603279,湖北省,武汉市,武昌区
武汉中原医院,医疗保健,综合医院,114.350286,30.606225,湖北省,武汉市,武昌区
武汉中原医院HPV防治总院,医疗保健,综合医院,114.350296,30.606446,湖北省,武汉市,武昌区
武汉中原医院乳腺甲状腺中心,医疗保健,综合医院,114.350309,30.606443,湖北省,武汉市,武昌区
中原医院急诊,医疗保健,综合医院,114.350028,30.605939,湖北省,武汉市,武昌区
杨园街理工大社区卫生中心,医疗保健,综合医院,114.356306,30.603313,湖北省,武汉市,武昌区
和平街社区卫生中心,医疗保健,综合医院,114.359009,30.611432,湖北省,武汉市,武昌区
武汉新江南医院,医疗保健,综合医院,114.349588,30.608549,湖北省,武汉市,武昌区
江南实业集团有限责任公司职工医院,医疗保健,综合医院,114.349582,30.608911,湖北省,武汉市,武昌区
武汉亚洲心脏病医院医联体医院,医疗保健,综合医院,114.349171,30.60918,湖北省,武汉市,武昌区
华城广场社区卫生运营服务站,医疗保健,综合医院,114.362919,30.606244,湖北省,武汉市,洪山区
和平街盛世花园社区卫生运营服务站,医疗保健,综合医院,114.367588,30.607152,湖北省,武汉市,洪山区
铜花街铜都社区卫生中心,医疗保健,综合医院,114.369456,30.612792,湖北省,武汉市,青山区
钢都花园社区卫生中心,医疗保健,综合医院,114.369258,30.61267,湖北省,武汉市,青山区
钢都125街社区卫生运营服务站,医疗保健,综合医院,114.363699,30.612577,湖北省,武汉市,青山区
杨园街余家头社区卫生运营服务站,医疗保健,综合医院,114.354854,30.615935,湖北省,武汉市,武昌区
汉阳经济开发区龙阳新村蓝草坪社区卫生运营服务站,医疗保健,综合医院,114.202846,30.554258,湖北省,武汉市,汉阳区
琴断口街社区卫生中心,医疗保健,综合医院,114.219987,30.558433,湖北省,武汉市,汉阳区
第五医院一分院汉阳大道分院,医疗保健,综合医院,114.220296,30.558301,湖北省,武汉市,汉阳区
第五医院琴断口街社区卫生中心医疗联合体,医疗保健,综合医院,114.220855,30.559203,湖北省,武汉市,汉阳区
生育保险定点医院,医疗保健,综合医院,114.23954,30.55495,湖北省,武汉市,汉阳区
武汉济康名仕康复医院,医疗保健,综合医院,114.235113,30.575613,湖北省,武汉市,硚口区
武汉国医堂医院,医疗保健,综合医院,114.232235,30.576508,湖北省,武汉市,硚口区
医疗保险定点医院,医疗保健,综合医院,114.229748,30.578487000000003,湖北省,武汉市,硚口区
武汉博大医院,医疗保健,综合医院,114.253967,30.586017,湖北省,武汉市,硚口区
武汉汽车配件厂职工医院,医疗保健,综合医院,114.229862,30.580454,湖北省,武汉市,硚口区
宗关街变电社区卫生运营服务站,医疗保健,综合医院,114.230388,30.580175,湖北省,武汉市,硚口区
汉水社区卫生运营服务站,医疗保健,综合医院,114.236904,30.580039,湖北省,武汉市,硚口区
二桥街郭茨口社区卫生运营服务站,医疗保健,综合医院,114.205421,30.570981,湖北省,武汉市,汉阳区
韩家墩街社区卫生中心,医疗保健,综合医院,114.216432,30.584712,湖北省,武汉市,硚口区
武汉南威医院,医疗保健,综合医院,114.262016,30.564816,湖北省,武汉市,硚口区
积玉桥街社区卫生中心,医疗保健,综合医院,114.305135,30.555557,湖北省,武汉市,武昌区
积玉桥街凤凰城社区卫生运营服务站,医疗保健,综合医院,114.307423,30.557554,湖北省,武汉市,武昌区
江汉中西医结合医院,医疗保健,综合医院,114.293681,30.573151000000003,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院,医疗保健,综合医院,114.275204,30.583858000000003,湖北省,武汉市,江汉区
协和医院,医疗保健,综合医院,114.274281,30.582564,湖北省,武汉市,江汉区
华中科技大学同济医学院协和医院,医疗保健,综合医院,114.275903,30.585509,湖北省,武汉市,江汉区
武汉协和医院药学楼,医疗保健,综合医院,114.273114,30.583539,湖北省,武汉市,江汉区
武汉协和医院2号综合楼,医疗保健,综合医院,114.276015,30.584589,湖北省,武汉市,江汉区
武汉协和医院核医学科ECT室,医疗保健,综合医院,114.274777,30.583603,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院外科楼1号楼,医疗保健,综合医院,114.275179,30.582914,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院总务科物资供应中心,医疗保健,综合医院,114.275943,30.584394,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院外科楼2号楼,医疗保健,综合医院,114.273583,30.584915,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院综合楼,医疗保健,综合医院,114.275318,30.583899,湖北省,武汉市,江汉区
协和医院内科楼,医疗保健,综合医院,114.274099,30.584086,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院综合楼1号楼,医疗保健,综合医院,114.275219,30.584374,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院感染病肝病中心,医疗保健,综合医院,114.27581,30.584275,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院本部感染病科门诊,医疗保健,综合医院,114.275572,30.584104,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院本部国际门诊部,医疗保健,综合医院,114.274303,30.583742,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院体检中心,医疗保健,综合医院,114.276113,30.58446,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院门诊楼,医疗保健,综合医院,114.274338,30.583428,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院本部发热门诊,医疗保健,综合医院,114.275602,30.584385,湖北省,武汉市,江汉区
武汉协和医院心血管诊疗中心,医疗保健,综合医院,114.274616,30.583327,湖北省,武汉市,江汉区
武汉协和医院儿科住院部,医疗保健,综合医院,114.275145,30.583262,湖北省,武汉市,江汉区
武汉协和医院感染性疾病科,医疗保健,综合医院,114.275449,30.584451,湖北省,武汉市,江汉区
武汉协和医院内科楼1号楼,医疗保健,综合医院,114.274765,30.58382,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院急诊,医疗保健,综合医院,114.273949,30.582628,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院总务楼,医疗保健,综合医院,114.275807,30.58451,湖北省,武汉市,江汉区
华中科技大学同济医学院附属协和医院总部住院部1区,医疗保健,综合医院,114.275013,30.584142,湖北省,武汉市,江汉区
德国贝朗武汉协和人工关节外科中心,医疗保健,综合医院,114.275219,30.583381,湖北省,武汉市,江汉区
武汉中瑞中医院,医疗保健,综合医院,114.302195,30.589536,湖北省,武汉市,江岸区
中部战区总医院,医疗保健,综合医院,114.308442,30.616213,湖北省,武汉市,江岸区
中部战区总医院住院部,医疗保健,综合医院,114.309329,30.614575,湖北省,武汉市,江岸区
中国人民解放军第一六一医院医技楼,医疗保健,综合医院,114.309271,30.614392,湖北省,武汉市,江岸区
中部战区总医院汉口院区医技楼,医疗保健,综合医院,114.309131,30.613816,湖北省,武汉市,江岸区
部队医院95829,医疗保健,综合医院,114.30572,30.619784,湖北省,武汉市,江岸区
劳动街赵家条社区卫生运营服务站,医疗保健,综合医院,114.301012,30.615023,湖北省,武汉市,江岸区
武汉锦欣中西医结合医院,医疗保健,综合医院,114.299583,30.618723,湖北省,武汉市,江岸区
武汉大学中南医院医疗联合体医院,医疗保健,综合医院,114.261154,30.615974,湖北省,武汉市,江汉区
优抚医院门诊部,医疗保健,综合医院,114.260289,30.61635,湖北省,武汉市,江汉区
优抚医院医技楼,医疗保健,综合医院,114.260065,30.616829,湖北省,武汉市,江汉区
优抚医院医技综合大楼,医疗保健,综合医院,114.259238,30.616390000000003,湖北省,武汉市,江汉区
优抚医院社工科,医疗保健,综合医院,114.260584,30.616378,湖北省,武汉市,江汉区
湖北警官学院医院,医疗保健,综合医院,114.204805,30.590044,湖北省,武汉市,硚口区
普爱医院,医疗保健,综合医院,114.204683,30.593089,湖北省,武汉市,硚口区
第十医院,医疗保健,综合医院,114.204049,30.592608,湖北省,武汉市,硚口区
第四医院,医疗保健,综合医院,114.204755,30.592696,湖北省,武汉市,硚口区
第四医院古田院区卒中中心,医疗保健,综合医院,114.204803,30.593251,湖北省,武汉市,硚口区
普爱医院西院区健康体检部,医疗保健,综合医院,114.20523,30.59333,湖北省,武汉市,硚口区
新华社区卫生运营服务站成人预防接种门诊,医疗保健,综合医院,114.20587,30.593421,湖北省,武汉市,硚口区
新华社区卫生运营服务站,医疗保健,综合医院,114.205846,30.59304,湖北省,武汉市,硚口区
曾家社区卫生运营服务站,医疗保健,综合医院,114.21469,30.596523,湖北省,武汉市,硚口区
第四医院,医疗保健,综合医院,114.203314,30.59585,湖北省,武汉市,硚口区
湖北警官学院医院,医疗保健,综合医院,114.209311,30.600726,湖北省,武汉市,硚口区
古田街古二社区卫生运营服务站,医疗保健,综合医院,114.196042,30.600426,湖北省,武汉市,硚口区
福惠医院,医疗保健,综合医院,114.239253,30.608491,湖北省,武汉市,江汉区
福惠医院康复中心,医疗保健,综合医院,114.23991,30.608448,湖北省,武汉市,江汉区
香缇美景社区卫生运营服务站,医疗保健,综合医院,114.230736,30.617748,湖北省,武汉市,江汉区
省新华民航分院举办汉兴街第二社区卫生中心,医疗保健,综合医院,114.230697,30.617113,湖北省,武汉市,江汉区
长丰街社区东风卫生运营服务站,医疗保健,综合医院,114.209349,30.607439000000003,湖北省,武汉市,硚口区
天勤社区运营服务站,医疗保健,综合医院,114.205648,30.611792,湖北省,武汉市,硚口区
武汉正康医院,医疗保健,综合医院,114.215591,30.621056,湖北省,武汉市,硚口区
长丰街紫润社区卫生运营服务站,医疗保健,综合医院,114.211612,30.621551,湖北省,武汉市,硚口区
常青花园中环东路社区卫生运营服务站,医疗保健,综合医院,114.245867,30.635962,湖北省,武汉市,东西湖区
普爱医院常青分院,医疗保健,综合医院,114.235705,30.636555,湖北省,武汉市,东西湖区
常青花园社区卫生中心,医疗保健,综合医院,114.235501,30.635632,湖北省,武汉市,东西湖区
示范社区卫生中心,医疗保健,综合医院,114.23559,30.635979000000003,湖北省,武汉市,东西湖区
武汉慈名和顺中医医院,医疗保健,综合医院,114.236525,30.643224,湖北省,武汉市,东西湖区
康居六路社区卫生运营服务站,医疗保健,综合医院,114.247951,30.648834,湖北省,武汉市,东西湖区
第二人民医院,医疗保健,综合医院,114.254127,30.650232,湖北省,武汉市,东西湖区
第二人民医院二期,医疗保健,综合医院,114.254738,30.649219,湖北省,武汉市,东西湖区
武汉和田医院,医疗保健,综合医院,114.236789,30.644895,湖北省,武汉市,东西湖区
红桥脑科医院,医疗保健,综合医院,114.277949,30.621219,湖北省,武汉市,江岸区
工伤保险康复定点医院,医疗保健,综合医院,114.277795,30.621305,湖北省,武汉市,江岸区
唐家墩街八古墩社区卫生运营服务站,医疗保健,综合医院,114.271715,30.620588,湖北省,武汉市,江汉区
八古墩社区卫生运营服务站成人预防接种门诊,医疗保健,综合医院,114.271844,30.62074,湖北省,武汉市,江汉区
中心医院后湖院区,医疗保健,综合医院,114.265006,30.628741,湖北省,武汉市,江汉区
中心医院,医疗保健,综合医院,114.265285,30.627939,湖北省,武汉市,江汉区
中心医院后湖院区住院部,医疗保健,综合医院,114.266273,30.628888,湖北省,武汉市,江汉区
汉口花园社区卫生运营服务站,医疗保健,综合医院,114.268555,30.632339,湖北省,武汉市,江岸区
塔子湖街社区卫生中心,医疗保健,综合医院,114.270413,30.629341,湖北省,武汉市,江岸区
武汉新特中医院,医疗保健,综合医院,114.259197,30.633625,湖北省,武汉市,江汉区
武汉广爱医院,医疗保健,综合医院,114.257165,30.634994,湖北省,武汉市,江汉区
武汉仁爱医院,医疗保健,综合医院,114.257005,30.634914,湖北省,武汉市,江汉区
武汉广爱医院医疗美容,医疗保健,综合医院,114.257297,30.635225,湖北省,武汉市,江汉区
汉口医院,医疗保健,综合医院,114.300483,30.625692,湖北省,武汉市,江岸区
汉口医院,医疗保健,综合医院,114.300489,30.625645,湖北省,武汉市,江岸区
汉口医院2号楼,医疗保健,综合医院,114.299915,30.625899,湖北省,武汉市,江岸区
汉口医院4号楼,医疗保健,综合医院,114.30014,30.62515,湖北省,武汉市,江岸区
汉口医院3号楼,医疗保健,综合医院,114.300787,30.625266000000003,湖北省,武汉市,江岸区
汉口医院6号楼,医疗保健,综合医院,114.299427,30.624478,湖北省,武汉市,江岸区
汉口医院7号楼,医疗保健,综合医院,114.30042,30.624333,湖北省,武汉市,江岸区
汉口医院5号楼,医疗保健,综合医院,114.299143,30.625032,湖北省,武汉市,江岸区
汉口医院1号楼,医疗保健,综合医院,114.300193,30.626066,湖北省,武汉市,江岸区
汉口医院西区门诊楼,医疗保健,综合医院,114.300166,30.625876,湖北省,武汉市,江岸区
汉口医院核酸采样点,医疗保健,综合医院,114.300335,30.625915000000003,湖北省,武汉市,江岸区
汉口医院手术综合楼,医疗保健,综合医院,114.300283,30.626142,湖北省,武汉市,江岸区
汉口医院,医疗保健,综合医院,114.300882,30.625472,湖北省,武汉市,江岸区
汉口医院心理复原科,医疗保健,综合医院,114.300207,30.624897,湖北省,武汉市,江岸区
汉口医院住院部,医疗保健,综合医院,114.300352,30.626268,湖北省,武汉市,江岸区
汉口医院门诊部,医疗保健,综合医院,114.300281,30.625241,湖北省,武汉市,江岸区
中国人民解放军空降兵部队医院,医疗保健,综合医院,114.304616,30.62167,湖北省,武汉市,江岸区
中国人民解放军空降兵部队医院办公大楼,医疗保健,综合医院,114.305041,30.620743,湖北省,武汉市,江岸区
中国人民解放军第四五七医院肾病透析科,医疗保健,综合医院,114.305364,30.622589,湖北省,武汉市,江岸区
空降兵军医院核酸检测点,医疗保健,综合医院,114.306242,30.62055,湖北省,武汉市,江岸区
新村街社区卫生中心,医疗保健,综合医院,114.30944,30.630603,湖北省,武汉市,江岸区
健堂医院,医疗保健,综合医院,114.310409,30.628999,湖北省,武汉市,江岸区
正义路社区卫生运营服务站,医疗保健,综合医院,114.288561,30.630684,湖北省,武汉市,江岸区
江岸后湖街生态花园社区卫生运营服务站,医疗保健,综合医院,114.291431,30.638128,湖北省,武汉市,江岸区
第八医院,医疗保健,综合医院,114.305277,30.648417,湖北省,武汉市,江岸区
第八医院,医疗保健,综合医院,114.305115,30.649259,湖北省,武汉市,江岸区
后湖街新益社区卫生运营服务站,医疗保健,综合医院,114.298181,30.647377,湖北省,武汉市,江岸区
全民健身中心方舱医院,医疗保健,综合医院,114.285151,30.640863,湖北省,武汉市,江岸区
武汉盛泰医院,医疗保健,综合医院,114.264155,30.653123,湖北省,武汉市,东西湖区
将军路街卫生室核酸采样点,医疗保健,综合医院,114.26092,30.651638,湖北省,武汉市,东西湖区
武汉和谐中西医结合医院,医疗保健,综合医院,114.29741,30.655751,湖北省,武汉市,江岸区
武汉嘉禾医院,医疗保健,综合医院,114.275817,30.673203,湖北省,武汉市,东西湖区
武汉惠姓医院,医疗保健,综合医院,114.213639,30.652989,湖北省,武汉市,东西湖区
武汉轻工大学医院金银湖校区医院,医疗保健,综合医院,114.223957,30.654001,湖北省,武汉市,东西湖区
武汉轻工大学医院,医疗保健,综合医院,114.223925,30.653939,湖北省,武汉市,东西湖区
普仁江岸医院,医疗保健,综合医院,114.328022,30.635251,湖北省,武汉市,江岸区
二七街社区卫生中心,医疗保健,综合医院,114.318286,30.632932,湖北省,武汉市,江岸区
武汉科技大学医院青山分院,医疗保健,综合医院,114.368905,30.622062,湖北省,武汉市,青山区
武汉科技大学青山校区校医院,医疗保健,综合医院,114.369098,30.621762,湖北省,武汉市,青山区
红卫路大华社区卫生运营服务站,医疗保健,综合医院,114.362644,30.621169,湖北省,武汉市,青山区
红卫路社区卫生中心母婴室,医疗保健,综合医院,114.372913,30.622338000000003,湖北省,武汉市,青山区
红卫路街社区卫生中心,医疗保健,综合医院,114.373062,30.622847,湖北省,武汉市,青山区
三弓路社区卫生运营服务站,医疗保健,综合医院,114.367781,30.626922,湖北省,武汉市,青山区
第六医院岱山院区,医疗保健,综合医院,114.331071,30.647928,湖北省,武汉市,江岸区
岱山医院,医疗保健,综合医院,114.330817,30.648211,湖北省,武汉市,江岸区
丹水池街社区卫生中心,医疗保健,综合医院,114.330982,30.648394,湖北省,武汉市,江岸区
急救中心岱山急救站,医疗保健,综合医院,114.331726,30.647468,湖北省,武汉市,江岸区
丹水池街社区卫生中心口腔科,医疗保健,综合医院,114.331588,30.647298,湖北省,武汉市,江岸区
岱山医院口腔科,医疗保健,综合医院,114.330812,30.647364,湖北省,武汉市,江岸区
冶金街社区卫生中心,医疗保健,综合医院,114.406116,30.625235,湖北省,武汉市,青山区
武钢总医院,医疗保健,综合医院,114.403209,30.632189,湖北省,武汉市,青山区
华润武钢总医院,医疗保健,综合医院,114.403121,30.632211,湖北省,武汉市,青山区
华润武钢总医院,医疗保健,综合医院,114.403551,30.63076,湖北省,武汉市,青山区
华润武钢总医院门诊部,医疗保健,综合医院,114.403464,30.631948,湖北省,武汉市,青山区
武钢总医院急诊,医疗保健,综合医院,114.402884,30.631527,湖北省,武汉市,青山区
华润武钢总医院胸痛中心,医疗保健,综合医院,114.404075,30.631974,湖北省,武汉市,青山区
华润武钢总医院急诊科,医疗保健,综合医院,114.403043,30.632482,湖北省,武汉市,青山区
华润武钢总医院高压氧舱,医疗保健,综合医院,114.402965,30.632754,湖北省,武汉市,青山区
武钢总医院住院部,医疗保健,综合医院,114.404124,30.632008,湖北省,武汉市,青山区
武汉青山印象城印象城社区卫生中心,医疗保健,综合医院,114.39122,30.632699,湖北省,武汉市,青山区
工人村街社区卫生中心,医疗保健,综合医院,114.42191,30.644072,湖北省,武汉市,青山区
武汉普仁利平医院,医疗保健,综合医院,114.417925,30.6452,湖北省,武汉市,青山区
工人村街头社区卫生运营服务站,医疗保健,综合医院,114.41842,30.649319,湖北省,武汉市,青山区
红钢城临江港湾社区卫生运营服务站,医疗保健,综合医院,114.412377,30.650938,湖北省,武汉市,青山区
武汉钢铁,医疗保健,综合医院,114.403679,30.643355,湖北省,武汉市,青山区
武钢二医院北院区,医疗保健,综合医院,114.403909,30.643481,湖北省,武汉市,青山区
武汉钢铁,医疗保健,综合医院,114.403521,30.642687,湖北省,武汉市,青山区
武钢二医院,医疗保健,综合医院,114.404023,30.642577000000003,湖北省,武汉市,青山区
和畅社区卫生运营服务站,医疗保健,综合医院,114.40391,30.642969,湖北省,武汉市,青山区
武汉钢铁集团公司第二职工医院,医疗保健,综合医院,114.403837,30.642715000000003,湖北省,武汉市,青山区
武汉堤角爱康中西医结合医院,医疗保健,综合医院,114.335144,30.656148,湖北省,武汉市,江岸区
商职医院堤角分院,医疗保健,综合医院,114.341199,30.662937,湖北省,武汉市,江岸区
商业职工医院,医疗保健,综合医院,114.341541,30.661952000000003,湖北省,武汉市,江岸区
黄陂滠口街卫生室中医部,医疗保健,综合医院,114.355163,30.712803,湖北省,武汉市,黄陂区
滠口街卫生室,医疗保健,综合医院,114.355084,30.713224,湖北省,武汉市,黄陂区
武湖街卫生室,医疗保健,综合医院,114.421063,30.703349000000003,湖北省,武汉市,黄陂区
武汉康华医院,医疗保健,综合医院,114.379455,30.719398,湖北省,武汉市,黄陂区
第一医院盘龙城院区,医疗保健,综合医院,114.25513,30.704499,湖北省,武汉市,黄陂区
武汉二八八医院,医疗保健,综合医院,114.311447,30.693417,湖北省,武汉市,黄陂区
二八八医院2号楼,医疗保健,综合医院,114.311365,30.693523,湖北省,武汉市,黄陂区
武汉颐乐医疗中心,医疗保健,综合医院,114.29912,30.700362,湖北省,武汉市,黄陂区
武汉慈惠医院,医疗保健,综合医院,114.294736,30.700031,湖北省,武汉市,黄陂区
第一医院,医疗保健,综合医院,114.296204,30.711583,湖北省,武汉市,黄陂区
第一医院,医疗保健,综合医院,114.25625,30.703701,湖北省,武汉市,黄陂区
中西医结合医院,医疗保健,综合医院,114.255923,30.704508,湖北省,武汉市,黄陂区
中城时代社区卫生运营服务站,医疗保健,综合医院,114.284558,30.704012,湖北省,武汉市,黄陂区
第六医院江汉大学附属医院,医疗保健,综合医院,114.280071,30.711846,湖北省,武汉市,黄陂区
人民医院盘龙城院区,医疗保健,综合医院,114.260331,30.716531,湖北省,武汉市,黄陂区
人民医院盘龙城院区120值班室,医疗保健,综合医院,114.259979,30.71588,湖北省,武汉市,黄陂区
急救中心盘龙城急救站,医疗保健,综合医院,114.260522,30.716028,湖北省,武汉市,黄陂区
武汉盘龙城经济开发区卫生室,医疗保健,综合医院,114.260207,30.717068,湖北省,武汉市,黄陂区
人民医院盘龙城院区门诊部,医疗保健,综合医院,114.260582,30.715904,湖北省,武汉市,黄陂区
武汉佳宁医院,医疗保健,综合医院,114.241849,30.730067,湖北省,武汉市,黄陂区
阳逻街军安社区,医疗保健,综合医院,114.578377,30.653248,湖北省,武汉市,新洲区
武汉德泰仁生老年病医院,医疗保健,综合医院,114.559695,30.667109,湖北省,武汉市,新洲区
德泰仁生医院,医疗保健,综合医院,114.559888,30.667835,湖北省,武汉市,新洲区
环湖社区卫生运营服务站,医疗保健,综合医院,114.560013,30.667381,湖北省,武汉市,新洲区
天琴湾社区卫生运营服务站,医疗保健,综合医院,114.573829,30.677021,湖北省,武汉市,新洲区
中山医院,医疗保健,综合医院,114.583406,30.676534,湖北省,武汉市,新洲区
第三人民医院,医疗保健,综合医院,114.582931,30.677144,湖北省,武汉市,新洲区
阳逻中心医院,医疗保健,综合医院,114.58363,30.677797,湖北省,武汉市,新洲区
武汉贝莱中医医院,医疗保健,综合医院,114.577092,30.674963,湖北省,武汉市,新洲区
社区卫生运营服务站,医疗保健,综合医院,114.582048,30.690242,湖北省,武汉市,新洲区
供销社庄稼医院,医疗保健,综合医院,114.297411,30.805816,湖北省,武汉市,黄陂区
人民医院健康联合体,医疗保健,综合医院,114.294303,30.804239,湖北省,武汉市,黄陂区
横店街中心卫生室母婴室,医疗保健,综合医院,114.294302,30.804159,湖北省,武汉市,黄陂区
横店街中心卫生室门诊部,医疗保健,综合医院,114.294185,30.804157,湖北省,武汉市,黄陂区
公共卫生部,医疗保健,综合医院,114.293987,30.804407,湖北省,武汉市,黄陂区
天河街道卫生室,医疗保健,综合医院,114.219028,30.803363,湖北省,武汉市,黄陂区
天河街道卫生室门诊部,医疗保健,综合医院,114.219031,30.80361,湖北省,武汉市,黄陂区
人民医院健康管理联合体,医疗保健,综合医院,114.219481,30.803404,湖北省,武汉市,黄陂区
前川街理林社区,医疗保健,综合医院,114.377699,30.863331,湖北省,武汉市,黄陂区
前川街前川社区卫生运营服务站,医疗保健,综合医院,114.380919,30.867784,湖北省,武汉市,黄陂区
前川街东寺社区卫生运营服务站,医疗保健,综合医院,114.38588,30.876903,湖北省,武汉市,黄陂区
前川街康乐社区卫生运营服务站,医疗保健,综合医院,114.368381,30.864096,湖北省,武汉市,黄陂区
中医院新区分院,医疗保健,综合医院,114.372297,30.882689,湖北省,武汉市,黄陂区
疼痛康复联盟医院,医疗保健,综合医院,114.812059,30.846615,湖北省,武汉市,新洲区
中医医院住院部,医疗保健,综合医院,114.805691,30.851954,湖北省,武汉市,新洲区
中医医院门诊住院综合楼,医疗保健,综合医院,114.804444,30.851991,湖北省,武汉市,新洲区
武汉本祥中医医院,医疗保健,综合医院,114.813876,30.856306,湖北省,武汉市,新洲区
三店街卫生室,医疗保健,综合医院,114.792967,30.929627,湖北省,武汉市,新洲区
湖北供销三店庄稼医院,医疗保健,综合医院,114.796594,30.927558,湖北省,武汉市,新洲区
人民医院放疗中心,医疗保健,综合医院,114.36928,30.887106,湖北省,武汉市,黄陂区
人民医院,医疗保健,综合医院,114.370637,30.887588,湖北省,武汉市,黄陂区
人民医院外科楼,医疗保健,综合医院,114.370272,30.887586,湖北省,武汉市,黄陂区
人民医院胸痛中心,医疗保健,综合医院,114.370511,30.888946,湖北省,武汉市,黄陂区
人民医院内科住院大楼,医疗保健,综合医院,114.371357,30.887636,湖北省,武汉市,黄陂区
人民医院急诊,医疗保健,综合医院,114.371508,30.888467,湖北省,武汉市,黄陂区
人民医院门诊,医疗保健,综合医院,114.372246,30.888727,湖北省,武汉市,黄陂区
李家集街中心卫生室,医疗保健,综合医院,114.235174,31.013823,湖北省,武汉市,黄陂区
中医医院,医疗保健,综合医院,114.076237,30.30088,湖北省,武汉市,汉南区
安康社区敬老院,医疗保健,综合医院,114.084026,30.322791,湖北省,武汉市,汉南区
沌口社区卫生中心,医疗保健,综合医院,114.191455,30.459282,湖北省,武汉市,蔡甸区
薛峰社区卫生中心,医疗保健,综合医院,114.094525,30.460295,湖北省,武汉市,蔡甸区
五和中医院,医疗保健,综合医院,114.125505,30.46543,湖北省,武汉市,蔡甸区
奓山街卫生室,医疗保健,综合医院,114.010328,30.448907,湖北省,武汉市,蔡甸区
